Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,AHBTHPWIMG,AHMIGRWEMP,EDEDUCWSEH,EDLITRWLIT,EDMDIAWN3M,EMEMPLWN12,EMEMPTWCSH,EMEMPTWFAM,EMEMPTWKND,EMEMPTWSES,FEFRTRWTFR,HCELECHNEL,HCWIXQPLOW,WEDMKHWWIF,WEDMKPWWIF,WEDMKVWWIF,WEOWNAWHAL,WEOWNAWHJH,WEOWNAWHJN,WEWEMPWDMK,WSSRCEHIMP
Tanzania,TZ,TZ,,2022,DHS,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,-,Yes
